reading_date,meter_address,gateway_id,consumption,volume,hardware,leakage,burst,freeze,tamper,power_low,empty_spool,reverse_flow,routelist_id,,
2025-01-26,51052,gw_5,12,1457,0,1,1,0,0,1,1,0,route_1,,
2025-01-27,51052,gw_4,15,1472,0,0,1,1,1,0,1,1,route_2,,
2025-01-28,51052,gw_2,10,1482,1,0,1,1,1,1,1,0,route_2,,
2025-01-29,51052,gw_1,11,1493,1,1,0,1,0,0,1,0,route_3,,
2025-01-30,51052,gw_2,14,1507,1,0,0,0,1,0,0,1,route_3,,
2025-01-31,51052,gw_2,11,1518,1,0,0,0,0,0,0,0,route_2,,
2025-02-01,51052,gw_3,9,1527,1,0,0,0,1,1,0,0,route_1,,
2025-02-02,51052,gw_1,15,1542,0,0,1,1,1,1,1,1,route_3,,
2025-02-03,51052,gw_5,14,1556,0,1,0,0,0,0,0,1,route_1,,
2025-02-04,51052,gw_2,8,1564,1,0,1,1,0,1,0,0,route_3,,
2025-02-05,51052,gw_3,13,1577,1,1,0,0,0,0,1,0,route_1,,
2025-02-06,51052,gw_5,5,1582,0,0,1,0,1,1,1,1,route_2,,
2025-02-07,51052,gw_4,12,1594,0,0,1,0,1,0,0,1,route_1,,
2025-02-08,51052,gw_4,7,1601,0,0,0,0,1,1,0,1,route_1,,
2025-02-09,51052,gw_1,7,1608,1,0,0,1,0,1,1,0,route_2,,
2025-02-10,51052,gw_1,15,1623,1,1,0,0,1,0,0,1,route_3,,
2025-02-11,51052,gw_4,5,1628,1,0,0,0,1,0,0,1,route_3,,
2025-02-12,51052,gw_4,8,1636,1,1,1,1,0,1,1,0,route_2,,
2025-02-13,51052,gw_1,6,1642,0,0,1,0,1,1,1,1,route_1,,
2025-02-14,51052,gw_2,11,1653,0,1,1,0,0,0,1,1,route_1,,
2025-02-15,51052,gw_3,8,1661,0,1,0,0,0,0,0,1,route_1,,
2025-02-16,51052,gw_3,14,1675,1,0,0,0,1,0,0,0,route_1,,
2025-02-17,51052,gw_3,10,1685,1,1,1,1,0,1,1,0,route_1,,
2025-02-18,51052,gw_2,6,1691,0,1,0,1,1,0,0,1,route_1,,
2025-02-19,51052,gw_5,5,1696,0,1,0,1,0,0,0,1,route_2,,
2025-02-20,51052,gw_2,14,1710,1,1,1,1,0,1,0,0,route_3,,
2025-02-21,51052,gw_3,8,1718,0,1,0,1,1,1,1,0,route_3,,
2025-02-22,51052,gw_5,13,1731,0,0,1,0,0,1,1,0,route_1,,
2025-02-23,51052,gw_2,7,1738,1,0,1,0,1,1,0,0,route_3,,
2025-02-24,51052,gw_1,8,1746,1,0,1,1,0,0,1,1,route_2,,
2025-02-25,51052,gw_1,6,1752,0,0,1,0,1,1,1,1,route_2,,
2025-02-26,51052,gw_2,13,1765,1,1,0,1,1,1,0,0,route_2,,
2025-02-27,51052,gw_4,10,1775,0,1,1,1,0,1,1,1,route_3,,
2025-02-28,51052,gw_4,14,1789,1,0,1,1,1,1,0,0,route_2,,
2025-03-01,51052,gw_1,5,1794,0,1,1,1,0,0,0,1,route_2,,
2025-03-02,51052,gw_2,9,1803,1,1,1,0,0,0,1,0,route_3,,
2025-03-03,51052,gw_5,13,1816,1,1,1,1,0,0,1,1,route_3,,
2025-03-04,51052,gw_2,15,1831,1,1,0,1,0,1,0,1,route_3,,
2025-03-05,51052,gw_3,6,1837,1,0,0,0,1,0,1,1,route_3,,
2025-03-06,51052,gw_1,15,1852,0,0,1,0,0,1,1,0,route_1,,
2025-03-07,51052,gw_1,11,1863,0,1,1,1,0,0,1,0,route_3,,
2025-03-08,51052,gw_5,14,1877,0,1,1,1,0,1,0,1,route_3,,
2025-03-09,51052,gw_1,11,1888,0,0,1,0,0,0,1,1,route_3,,
2025-03-10,51052,gw_1,0,1883,0,0,1,0,0,0,0,1,route_2,,
2025-03-11,51052,gw_5,8,1891,1,1,0,1,0,0,0,0,route_3,,
2025-03-12,51052,gw_3,11,1902,1,1,1,0,1,1,1,0,route_2,,
2025-03-13,51052,gw_5,9,1911,0,1,0,0,1,0,1,0,route_3,,
2025-03-14,51052,gw_3,13,1924,1,0,0,0,1,1,1,1,route_3,,
2025-03-15,51052,gw_1,13,1937,1,0,1,0,0,0,0,0,route_3,,
2025-03-16,51052,gw_4,8,1945,0,0,1,0,0,1,1,1,route_2,,
2025-03-17,51052,gw_1,10,1955,0,1,1,0,1,0,1,0,route_1,,
2025-03-18,51052,gw_4,12,1967,1,1,1,1,1,1,0,1,route_3,,
2025-03-19,51052,gw_4,6,1973,1,0,1,0,1,0,1,0,route_1,,
2025-03-20,51052,gw_2,15,1988,0,1,0,1,1,1,1,0,route_3,,
2025-03-21,51052,gw_5,15,2003,0,0,1,0,0,1,0,1,route_1,,
2025-03-22,51052,gw_1,8,2011,1,0,1,1,1,0,1,0,route_2,,
2025-03-23,51052,gw_5,14,2025,1,0,0,1,0,1,0,1,route_1,,
2025-03-24,51052,gw_2,7,2032,1,0,1,1,1,0,0,1,route_2,,
2025-03-25,51052,gw_1,7,2039,1,0,1,1,0,0,0,0,route_2,,
2025-03-26,51052,gw_2,8,2047,0,0,0,0,1,0,0,0,route_3,,
2025-03-27,51052,gw_1,13,2060,0,0,1,0,0,0,1,1,route_1,,
2025-03-28,51052,gw_5,6,2066,1,0,1,1,1,1,0,0,route_2,,
2025-03-29,51052,gw_3,0,2059,1,0,1,0,0,1,0,1,route_3,,
2025-03-30,51052,gw_5,14,2073,1,0,0,1,0,0,1,1,route_1,,
2025-03-31,51052,gw_3,15,2088,1,0,0,0,1,1,0,0,route_3,,
2025-04-01,51052,gw_4,10,2098,0,1,0,0,1,0,0,1,route_3,,
2025-04-02,51052,gw_2,9,2107,0,0,1,1,0,0,0,1,route_2,,
2025-04-03,51052,gw_2,10,2117,0,0,0,1,1,0,1,1,route_1,,
2025-04-04,51052,gw_2,9,2126,0,0,1,1,0,0,0,0,route_1,,
2025-04-05,51052,gw_4,7,2133,0,0,1,0,0,0,1,0,route_3,,
2025-04-06,51052,gw_5,12,2145,1,0,0,0,0,1,1,1,route_3,,
2025-04-07,51052,gw_5,13,2158,0,0,0,0,1,1,0,0,route_1,,
2025-04-08,51052,gw_4,7,2165,1,1,1,0,0,1,1,1,route_1,,
2025-04-09,51052,gw_3,8,2173,1,0,1,1,0,0,0,1,route_2,,
2025-04-10,51052,gw_2,5,2178,1,0,1,0,0,0,0,1,route_1,,
2025-01-01,20901,gw_3,14,1462,0,0,0,0,1,0,1,0,route_3,,
2025-01-02,20901,gw_5,14,1476,1,1,0,0,1,0,0,1,route_3,,
2025-01-03,20901,gw_4,6,1482,1,0,1,0,0,0,0,1,route_1,,
2025-01-04,20901,gw_5,11,1493,0,1,1,0,0,1,0,0,route_3,,
2025-01-05,20901,gw_3,8,1501,1,0,0,0,1,0,1,0,route_1,,
2025-01-06,20901,gw_1,12,1513,0,0,1,0,0,0,1,0,route_1,,
2025-01-07,20901,gw_5,10,1523,0,0,0,1,1,1,0,1,route_2,,
2025-01-08,20901,gw_4,11,1534,1,0,1,1,1,1,0,0,route_1,,
2025-01-09,20901,gw_3,6,1540,0,0,0,1,0,0,1,0,route_1,,
2025-01-10,20901,gw_5,10,1550,0,0,0,0,0,0,1,0,route_3,,
2025-01-11,20901,gw_3,9,1559,1,1,1,1,0,1,1,1,route_2,,
2025-01-12,20901,gw_5,9,1568,0,0,1,0,0,1,0,1,route_3,,
2025-01-13,20901,gw_5,8,1576,1,0,1,1,0,0,0,0,route_3,,
2025-01-14,20901,gw_4,11,1587,0,0,1,1,0,1,1,1,route_2,,
2025-01-15,20901,gw_4,6,1593,1,1,0,0,0,1,0,0,route_3,,
2025-01-16,20901,gw_4,5,1598,0,1,0,0,1,0,1,1,route_3,,
2025-01-17,20901,gw_5,6,1604,0,0,0,1,1,0,0,0,route_1,,
2025-01-18,20901,gw_2,13,1617,0,0,1,1,0,0,1,0,route_1,,
2025-01-19,20901,gw_5,6,1623,0,1,1,1,0,0,0,1,route_2,,
2025-01-20,20901,gw_5,5,1628,0,0,0,1,0,1,0,1,route_2,,
2025-01-21,20901,gw_3,13,1641,0,0,1,0,1,1,0,1,route_1,,
2025-01-22,20901,gw_2,15,1656,0,1,0,0,0,1,1,1,route_2,,
2025-01-23,20901,gw_5,12,1668,1,1,0,1,1,0,1,1,route_3,,
2025-01-24,20901,gw_5,14,1682,0,0,0,1,1,1,0,1,route_1,,
2025-01-25,20901,gw_1,13,1695,0,0,0,0,0,1,1,1,route_3,,
2025-01-26,20901,gw_4,6,1701,0,0,0,0,1,1,0,1,route_3,,
2025-01-27,20901,gw_5,11,1712,1,1,0,1,0,0,1,0,route_2,,
2025-01-28,20901,gw_4,7,1719,1,1,0,0,1,0,0,0,route_3,,
2025-01-29,20901,gw_5,10,1729,0,0,0,1,0,1,1,0,route_1,,
2025-01-30,20901,gw_1,10,1739,1,1,0,0,1,1,1,1,route_1,,
2025-01-31,20901,gw_5,7,1746,0,0,1,1,0,1,0,1,route_2,,
2025-02-01,20901,gw_1,8,1754,0,1,0,1,0,0,0,0,route_3,,
2025-02-02,20901,gw_3,12,1766,0,0,1,1,0,1,0,1,route_2,,
2025-02-03,20901,gw_4,9,1775,1,1,1,1,0,0,1,0,route_2,,
2025-02-04,20901,gw_2,5,1780,0,0,1,1,1,1,1,1,route_1,,
2025-02-05,20901,gw_3,14,1794,1,1,0,0,1,0,1,0,route_3,,
2025-02-06,20901,gw_2,10,1804,0,1,1,0,0,0,0,0,route_3,,
2025-02-07,20901,gw_1,13,1817,1,1,1,1,1,0,0,0,route_3,,
2025-02-08,20901,gw_4,12,1829,0,1,1,1,1,0,0,1,route_3,,
2025-02-09,20901,gw_5,11,1840,1,0,1,0,1,0,0,1,route_1,,
2025-02-10,20901,gw_4,9,1849,0,1,1,1,0,0,0,1,route_2,,
2025-02-11,20901,gw_2,9,1858,1,0,1,0,1,0,1,0,route_1,,
2025-02-12,20901,gw_1,11,1869,0,0,1,0,0,1,0,0,route_2,,
2025-02-13,20901,gw_2,9,1878,1,1,1,1,1,0,0,1,route_1,,
2025-02-14,20901,gw_5,7,1885,1,1,0,1,1,1,0,0,route_1,,
2025-02-15,20901,gw_4,5,1890,0,0,1,1,0,1,1,0,route_1,,
2025-02-16,20901,gw_5,10,1900,0,0,1,0,0,0,0,0,route_2,,
2025-02-17,20901,gw_3,5,1905,0,0,1,0,0,0,0,1,route_2,,
2025-02-18,20901,gw_1,7,1912,0,1,1,1,0,0,1,1,route_3,,
2025-02-19,20901,gw_3,11,1923,1,1,1,1,0,1,1,0,route_3,,
2025-02-20,20901,gw_1,6,1929,1,1,0,0,0,0,0,0,route_2,,
2025-02-21,20901,gw_1,7,1936,0,0,0,1,0,0,0,0,route_3,,
2025-02-22,20901,gw_3,12,1948,1,1,0,1,1,0,0,1,route_3,,
2025-02-23,20901,gw_5,5,1953,0,1,1,0,1,0,0,1,route_2,,
2025-02-24,20901,gw_2,10,1963,0,1,1,0,0,0,1,0,route_3,,
2025-02-25,20901,gw_2,9,1972,0,0,0,0,1,1,1,0,route_2,,
2025-02-26,20901,gw_3,15,1987,0,0,1,1,1,0,1,0,route_1,,
2025-02-27,20901,gw_3,12,1999,0,0,0,0,1,1,1,1,route_1,,
2025-02-28,20901,gw_3,5,2004,0,1,0,1,0,0,0,1,route_3,,
2025-03-01,20901,gw_3,9,2013,0,0,0,1,1,1,0,0,route_3,,
2025-03-02,20901,gw_1,0,2009,0,0,0,1,1,1,0,0,route_3,,
2025-03-03,20901,gw_4,11,2020,0,0,1,0,1,0,1,1,route_1,,
2025-03-04,20901,gw_1,5,2025,1,0,1,1,1,0,1,0,route_2,,
2025-03-05,20901,gw_5,8,2033,1,1,0,0,0,1,1,1,route_3,,
2025-03-06,20901,gw_3,8,2041,0,0,1,0,0,0,1,1,route_3,,
2025-03-07,20901,gw_3,8,2049,1,1,1,0,0,1,1,0,route_2,,
2025-03-08,20901,gw_1,8,2057,1,0,1,0,1,0,1,1,route_2,,
2025-03-09,20901,gw_3,7,2064,0,1,0,1,1,0,1,0,route_2,,
2025-03-10,20901,gw_2,6,2070,1,0,1,1,0,0,1,1,route_1,,
2025-03-11,20901,gw_2,14,2084,1,1,0,1,0,1,1,1,route_2,,
2025-03-12,20901,gw_1,10,2094,0,1,0,1,0,1,1,0,route_1,,
2025-03-13,20901,gw_5,5,2099,1,0,0,1,0,1,1,1,route_1,,
2025-03-14,20901,gw_1,8,2107,0,0,1,1,0,0,0,1,route_3,,
2025-03-15,20901,gw_1,11,2118,1,1,1,0,0,1,1,0,route_1,,
2025-03-16,20901,gw_2,15,2133,1,1,0,1,1,0,0,1,route_3,,
2025-03-17,20901,gw_3,12,2145,1,0,0,0,1,0,0,1,route_2,,
2025-03-18,20901,gw_1,5,2150,0,0,1,1,0,0,1,0,route_3,,
2025-03-19,20901,gw_5,12,2162,1,0,0,0,0,0,0,1,route_2,,
2025-03-20,20901,gw_4,15,2177,1,0,1,0,0,0,1,0,route_2,,
2025-03-21,20901,gw_5,9,2186,1,1,0,0,0,0,0,0,route_2,,
2025-03-22,20901,gw_3,0,2181,0,1,0,0,0,1,0,1,route_3,,
2025-03-23,20901,gw_5,7,2188,1,0,0,1,1,0,0,1,route_1,,
2025-03-24,20901,gw_3,13,2201,1,1,1,1,1,1,0,0,route_1,,
2025-03-25,20901,gw_5,15,2216,1,0,0,1,0,0,0,0,route_2,,
2025-03-26,20901,gw_1,12,2228,1,0,1,1,1,0,1,0,route_2,,
2025-03-27,20901,gw_4,8,2236,0,0,0,0,1,1,1,0,route_1,,
2025-03-28,20901,gw_3,9,2245,1,1,1,1,0,0,0,1,route_3,,
2025-03-29,20901,gw_2,13,2258,0,1,0,0,0,1,1,1,route_3,,
2025-03-30,20901,gw_2,13,2271,0,1,0,0,0,1,1,0,route_1,,
2025-03-31,20901,gw_2,14,2285,1,0,0,0,1,0,0,0,route_1,,
2025-04-01,20901,gw_2,9,2294,1,0,0,0,0,0,1,0,route_2,,
2025-04-02,20901,gw_2,11,2305,1,0,1,1,0,0,0,0,route_3,,
2025-04-03,20901,gw_1,13,2318,0,1,1,0,1,0,0,0,route_3,,
2025-04-04,20901,gw_4,13,2331,0,1,0,1,1,1,0,0,route_2,,
2025-04-05,20901,gw_2,13,2344,0,1,1,1,0,0,1,0,route_3,,
2025-04-06,20901,gw_4,5,2349,0,0,0,0,0,0,1,0,route_2,,
2025-04-07,20901,gw_4,15,2364,1,0,1,1,0,0,0,0,route_3,,
2025-04-08,20901,gw_5,11,2375,1,0,1,0,0,1,0,0,route_2,,
2025-04-09,20901,gw_3,6,2381,0,0,1,1,0,1,0,0,route_3,,
2025-04-10,20901,gw_3,12,2393,0,0,0,1,0,0,0,0,route_3,,
2025-01-01,70811,gw_4,10,1736,1,0,0,0,1,1,1,1,route_1,,
2025-01-02,70811,gw_2,11,1747,1,1,1,0,0,1,1,0,route_2,,
2025-01-03,70811,gw_3,5,1752,0,0,0,1,1,0,0,1,route_3,,
2025-01-04,70811,gw_2,14,1766,0,1,1,0,1,1,0,0,route_3,,
2025-01-05,70811,gw_5,12,1778,0,0,1,1,1,1,0,1,route_1,,
2025-01-06,70811,gw_5,9,1787,0,1,1,1,0,0,0,0,route_2,,
2025-01-07,70811,gw_1,14,1801,0,0,1,0,1,1,1,1,route_2,,
2025-01-08,70811,gw_5,9,1810,1,1,0,0,0,1,1,0,route_2,,
2025-01-09,70811,gw_1,13,1823,1,1,1,0,0,1,1,1,route_3,,
2025-01-10,70811,gw_3,6,1829,1,1,0,0,0,1,1,1,route_2,,
2025-01-11,70811,gw_2,11,1840,1,0,0,1,1,0,1,0,route_1,,
2025-01-12,70811,gw_5,9,1849,1,0,0,0,1,1,0,1,route_3,,
2025-01-13,70811,gw_5,13,1862,1,0,1,1,0,1,0,1,route_3,,
2025-01-14,70811,gw_4,14,1876,0,1,0,0,0,1,0,1,route_3,,
2025-01-15,70811,gw_1,8,1884,0,1,1,0,1,1,1,0,route_1,,
2025-01-16,70811,gw_4,0,1875,1,0,0,1,0,1,1,0,route_2,,
2025-01-17,70811,gw_4,5,1880,1,0,0,0,1,0,1,1,route_2,,
2025-01-18,70811,gw_4,7,1887,1,1,0,0,0,1,0,1,route_3,,
2025-01-19,70811,gw_4,7,1894,1,1,0,0,0,0,0,1,route_3,,
2025-01-20,70811,gw_4,12,1906,1,1,1,0,0,0,1,1,route_1,,
2025-01-21,70811,gw_1,9,1915,1,1,0,1,1,1,1,0,route_1,,
2025-01-22,70811,gw_3,0,1911,0,1,1,0,1,0,1,0,route_1,,
2025-01-23,70811,gw_3,14,1925,1,0,1,1,1,0,0,1,route_1,,
2025-01-24,70811,gw_5,9,1934,1,0,0,0,1,0,1,0,route_3,,
2025-01-25,70811,gw_1,12,1946,1,1,0,0,1,0,1,0,route_1,,
2025-01-26,70811,gw_5,13,1959,1,1,1,0,1,1,0,1,route_3,,
2025-01-27,70811,gw_2,9,1968,0,1,1,0,0,1,0,1,route_3,,
2025-01-28,70811,gw_1,8,1976,0,0,1,1,0,0,0,1,route_3,,
2025-01-29,70811,gw_2,8,1984,0,0,1,0,1,0,1,0,route_1,,
2025-01-30,70811,gw_4,5,1989,0,0,1,0,1,0,0,0,route_1,,
2025-01-31,70811,gw_4,13,2002,0,1,1,0,1,1,0,1,route_3,,
2025-02-01,70811,gw_5,10,2012,1,1,0,1,0,0,0,0,route_1,,
2025-02-02,70811,gw_2,11,2023,0,0,1,1,1,1,0,1,route_1,,
2025-02-03,70811,gw_1,9,2032,0,0,1,0,0,1,1,1,route_2,,
2025-02-04,70811,gw_5,0,2030,1,0,1,1,0,0,1,1,route_3,,
2025-02-05,70811,gw_5,12,2042,1,0,1,1,1,1,0,0,route_3,,
2025-02-06,70811,gw_5,9,2051,1,0,1,0,0,0,1,0,route_1,,
2025-02-07,70811,gw_4,9,2060,1,0,0,1,0,0,0,0,route_3,,
2025-02-08,70811,gw_5,11,2071,0,1,1,1,0,1,0,0,route_1,,
2025-02-09,70811,gw_3,11,2082,0,0,0,0,1,1,0,0,route_2,,
2025-02-10,70811,gw_1,11,2093,0,0,0,1,1,1,1,1,route_2,,
2025-02-11,70811,gw_3,14,2107,0,1,0,1,0,1,1,0,route_1,,
2025-02-12,70811,gw_3,15,2122,0,0,1,1,0,0,0,0,route_2,,
2025-02-13,70811,gw_3,8,2130,1,0,0,0,0,0,0,1,route_3,,
2025-02-14,70811,gw_2,6,2136,1,1,1,1,0,0,1,0,route_3,,
2025-02-15,70811,gw_2,15,2151,0,1,1,0,1,1,1,1,route_1,,
2025-02-16,70811,gw_1,6,2157,0,0,0,1,1,0,0,0,route_3,,
2025-02-17,70811,gw_3,11,2168,0,0,0,1,0,0,1,1,route_3,,
2025-02-18,70811,gw_3,0,2165,1,1,0,1,0,1,1,1,route_1,,
2025-02-19,70811,gw_1,13,2178,1,0,1,1,1,1,1,0,route_1,,
2025-02-20,70811,gw_3,13,2191,0,0,0,1,1,0,0,0,route_3,,
2025-02-21,70811,gw_3,15,2206,1,0,1,1,1,0,1,1,route_2,,
2025-02-22,70811,gw_1,9,2215,0,0,0,1,0,1,0,1,route_1,,
2025-02-23,70811,gw_1,6,2221,0,1,0,1,1,1,1,1,route_3,,
2025-02-24,70811,gw_5,9,2230,1,1,1,0,1,0,1,1,route_2,,
2025-02-25,70811,gw_3,5,2235,1,1,0,0,1,1,0,1,route_2,,
2025-02-26,70811,gw_2,11,2246,0,0,0,1,1,1,1,0,route_1,,
2025-02-27,70811,gw_5,14,2260,0,1,1,0,0,1,1,0,route_1,,
2025-02-28,70811,gw_1,9,2269,1,1,0,1,0,1,0,0,route_1,,
2025-03-01,70811,gw_3,0,2264,1,0,1,0,0,0,1,1,route_2,,
2025-03-02,70811,gw_1,7,2271,1,1,0,0,0,0,0,1,route_1,,
2025-03-03,70811,gw_5,12,2283,0,1,1,1,0,0,0,1,route_1,,
2025-03-04,70811,gw_5,8,2291,1,0,0,1,1,1,1,1,route_1,,
2025-03-05,70811,gw_3,12,2303,1,1,1,1,1,1,1,0,route_1,,
2025-03-06,70811,gw_4,12,2315,1,0,1,0,0,1,0,1,route_3,,
2025-03-07,70811,gw_5,0,2313,0,1,1,1,1,0,0,1,route_3,,
2025-03-08,70811,gw_3,12,2325,0,0,0,0,1,0,0,1,route_3,,
2025-03-09,70811,gw_2,13,2338,0,0,0,0,1,1,0,1,route_3,,
2025-03-10,70811,gw_4,14,2352,0,1,0,0,1,0,1,0,route_2,,
2025-03-11,70811,gw_3,11,2363,1,1,0,0,1,0,1,0,route_2,,
2025-03-12,70811,gw_4,7,2370,1,1,1,1,0,1,0,0,route_3,,
2025-03-13,70811,gw_5,10,2380,0,0,0,1,1,1,1,0,route_3,,
2025-03-14,70811,gw_3,14,2394,1,0,1,1,1,0,1,1,route_2,,
2025-03-15,70811,gw_2,13,2407,1,1,0,1,0,0,1,0,route_1,,
2025-03-16,70811,gw_5,14,2421,1,0,0,1,0,0,1,1,route_2,,
2025-03-17,70811,gw_4,6,2427,0,0,1,0,1,1,1,1,route_3,,
2025-03-18,70811,gw_3,9,2436,0,1,0,0,1,0,0,1,route_2,,
2025-03-19,70811,gw_3,15,2451,0,1,1,1,0,0,1,0,route_1,,
2025-03-20,70811,gw_2,5,2456,1,1,0,1,0,0,0,1,route_2,,
2025-03-21,70811,gw_2,10,2466,0,1,1,0,1,0,1,1,route_2,,
2025-03-22,70811,gw_2,6,2472,0,1,0,0,0,1,0,0,route_1,,
2025-03-23,70811,gw_2,7,2479,1,1,1,1,1,1,0,0,route_2,,
2025-03-24,70811,gw_3,7,2486,0,1,0,0,0,0,0,0,route_3,,
2025-03-25,70811,gw_2,7,2493,1,0,0,1,0,0,0,0,route_1,,
2025-03-26,70811,gw_3,0,2483,0,1,0,1,0,1,1,1,route_3,,
2025-03-27,70811,gw_4,15,2498,1,1,0,1,1,1,0,0,route_2,,
2025-03-28,70811,gw_2,5,2503,1,1,1,0,0,1,1,1,route_3,,
2025-03-29,70811,gw_3,7,2510,1,0,1,0,0,0,1,1,route_1,,
2025-03-30,70811,gw_4,12,2522,1,1,1,0,0,0,1,0,route_2,,
2025-03-31,70811,gw_5,5,2527,1,0,1,0,1,1,0,0,route_1,,
2025-04-01,70811,gw_5,6,2533,0,0,1,0,0,0,1,0,route_1,,
2025-04-02,70811,gw_5,5,2538,1,1,0,1,1,0,0,0,route_2,,
2025-04-03,70811,gw_1,7,2545,0,1,0,0,1,0,1,0,route_3,,
2025-04-04,70811,gw_5,12,2557,0,1,1,0,0,1,0,0,route_3,,
2025-04-05,70811,gw_5,15,2572,0,0,1,0,1,1,1,1,route_2,,
2025-04-06,70811,gw_3,8,2580,0,1,1,1,0,1,0,1,route_2,,
2025-04-07,70811,gw_1,9,2589,0,1,0,1,0,1,1,0,route_2,,
2025-04-08,70811,gw_3,11,2600,1,1,0,0,0,1,1,1,route_3,,
2025-04-09,70811,gw_4,5,2605,1,0,1,1,0,1,1,0,route_2,,
2025-04-10,70811,gw_4,15,2620,1,0,0,0,1,0,0,0,route_1,,
2025-01-01,58262,gw_1,6,1437,1,1,1,1,0,1,1,0,route_3,,
2025-01-02,58262,gw_4,10,1447,0,0,0,1,1,0,1,1,route_2,,
2025-01-03,58262,gw_4,15,1462,1,0,1,0,0,1,0,0,route_3,,
2025-01-04,58262,gw_2,0,1452,1,0,1,1,0,0,1,0,route_2,,
2025-01-05,58262,gw_2,6,1458,0,0,1,0,0,0,0,1,route_3,,
2025-01-06,58262,gw_5,10,1468,0,1,0,1,0,1,1,1,route_2,,
2025-01-07,58262,gw_3,9,1477,0,0,1,1,1,1,0,0,route_1,,
2025-01-08,58262,gw_1,5,1482,1,1,0,0,1,0,0,0,route_2,,
2025-01-09,58262,gw_5,5,1487,1,1,0,0,0,0,0,0,route_1,,
2025-01-10,58262,gw_3,12,1499,0,0,0,1,1,1,1,0,route_3,,
2025-01-11,58262,gw_5,12,1511,1,1,0,1,0,0,0,1,route_3,,
2025-01-12,58262,gw_1,7,1518,1,1,0,1,1,1,1,1,route_2,,
2025-01-13,58262,gw_3,11,1529,0,1,1,1,1,1,1,1,route_3,,
2025-01-14,58262,gw_2,15,1544,1,0,1,1,1,0,1,0,route_1,,
2025-01-15,58262,gw_3,15,1559,1,1,0,1,1,1,0,0,route_2,,
2025-01-16,58262,gw_1,0,1558,1,0,1,0,0,0,0,0,route_1,,
2025-01-17,58262,gw_1,11,1569,0,0,0,0,0,1,1,0,route_2,,
2025-01-18,58262,gw_4,8,1577,1,0,1,0,1,0,0,0,route_2,,
2025-01-19,58262,gw_2,13,1590,0,1,1,0,1,0,0,0,route_1,,
2025-01-20,58262,gw_2,14,1604,1,0,1,0,1,0,1,1,route_1,,
2025-01-21,58262,gw_4,5,1609,1,0,0,1,0,0,0,0,route_2,,
2025-01-22,58262,gw_4,5,1614,1,1,1,1,0,1,1,0,route_3,,
2025-01-23,58262,gw_2,12,1626,0,1,0,1,0,1,0,0,route_1,,
2025-01-24,58262,gw_3,5,1631,1,0,0,0,1,1,0,0,route_1,,
2025-01-25,58262,gw_5,6,1637,1,1,1,1,0,0,0,1,route_2,,
2025-01-26,58262,gw_4,6,1643,0,1,0,1,0,0,0,1,route_2,,
2025-01-27,58262,gw_4,10,1653,1,0,0,1,1,1,1,0,route_3,,
2025-01-28,58262,gw_4,15,1668,1,0,1,0,1,1,1,0,route_2,,
2025-01-29,58262,gw_5,12,1680,0,0,0,1,1,1,0,1,route_2,,
2025-01-30,58262,gw_5,11,1691,0,1,0,0,1,1,0,0,route_3,,
2025-01-31,58262,gw_2,10,1701,0,0,1,1,1,1,1,0,route_2,,
2025-02-01,58262,gw_4,10,1711,0,0,1,0,0,1,1,0,route_2,,
2025-02-02,58262,gw_3,6,1717,1,0,1,0,1,1,0,0,route_1,,
2025-02-03,58262,gw_4,11,1728,0,0,0,1,1,0,1,0,route_1,,
2025-02-04,58262,gw_1,15,1743,1,0,1,0,0,0,1,1,route_2,,
2025-02-05,58262,gw_5,13,1756,1,1,0,0,0,0,1,0,route_3,,
2025-02-06,58262,gw_5,9,1765,1,0,0,0,1,0,0,0,route_3,,
2025-02-07,58262,gw_5,5,1770,1,0,0,0,1,0,0,0,route_1,,
2025-02-08,58262,gw_3,7,1777,0,1,0,0,1,0,0,1,route_1,,
2025-02-09,58262,gw_4,13,1790,0,1,1,1,1,0,1,1,route_2,,
2025-02-10,58262,gw_4,14,1804,0,1,1,1,1,0,1,1,route_3,,
2025-02-11,58262,gw_4,12,1816,1,0,0,1,0,1,0,0,route_3,,
2025-02-12,58262,gw_4,7,1823,0,1,1,0,0,1,1,1,route_2,,
2025-02-13,58262,gw_2,14,1837,1,1,0,0,0,0,0,1,route_1,,
2025-02-14,58262,gw_1,11,1848,1,1,0,1,1,0,1,1,route_1,,
2025-02-15,58262,gw_5,15,1863,0,1,1,0,1,1,0,1,route_2,,
2025-02-16,58262,gw_2,7,1870,0,1,0,0,1,1,1,0,route_2,,
2025-02-17,58262,gw_2,11,1881,0,0,1,0,1,1,0,1,route_3,,
2025-02-18,58262,gw_5,11,1892,1,0,0,1,1,0,0,1,route_3,,
2025-02-19,58262,gw_5,15,1907,1,0,1,0,0,0,0,0,route_3,,
2025-02-20,58262,gw_5,9,1916,1,0,0,1,0,0,0,0,route_1,,
2025-02-21,58262,gw_2,10,1926,1,1,1,1,0,0,0,1,route_2,,
2025-02-22,58262,gw_4,15,1941,1,0,1,0,1,1,0,0,route_1,,
2025-02-23,58262,gw_1,12,1953,0,0,1,1,1,1,1,1,route_3,,
2025-02-24,58262,gw_2,8,1961,1,1,0,0,0,1,1,1,route_2,,
2025-02-25,58262,gw_4,7,1968,1,1,0,0,1,0,1,1,route_2,,
