reading_date,meter_address,gateway_id,consumption,volume,hardware,leakage,burst,freeze,tamper,power_low,empty_spool,reverse_flow,routelist_id
2025-01-31,EN112233,gw_5,6,2589,0,1,1,1,1,1,0,1,route_1
2025-02-01,EN112233,gw_2,14,2603,0,1,0,1,0,0,0,0,route_1
2025-02-02,EN112233,gw_5,6,2609,0,1,0,0,1,0,0,0,route_2
2025-02-03,EN112233,gw_1,8,2617,1,1,0,1,0,1,0,0,route_3
2025-02-04,EN112233,gw_4,9,2626,1,1,0,0,1,0,1,1,route_2
2025-02-05,EN112233,gw_3,9,2635,1,1,0,1,0,0,0,0,route_1
2025-02-06,EN112233,gw_4,7,2642,0,1,1,0,1,0,1,1,route_1
2025-02-07,EN112233,gw_4,7,2649,0,0,0,0,0,1,0,0,route_3
2025-02-08,EN112233,gw_2,15,2664,0,1,1,0,0,0,1,0,route_2
2025-02-09,EN112233,gw_2,7,2671,0,1,0,0,0,0,0,0,route_3
2025-02-10,EN112233,gw_1,7,2678,1,0,0,0,1,0,0,0,route_1
2025-02-11,EN112233,gw_3,8,2686,1,0,0,0,0,0,1,1,route_1
2025-02-12,EN112233,gw_1,12,2698,0,0,1,1,0,1,0,1,route_2
2025-02-13,EN112233,gw_4,6,2704,1,1,0,0,0,0,0,1,route_2
2025-02-14,EN112233,gw_2,10,2714,1,1,0,0,0,1,1,1,route_3
2025-02-15,EN112233,gw_3,15,2729,1,1,1,0,0,1,0,1,route_2
2025-02-16,EN112233,gw_2,7,2736,0,1,1,0,1,0,0,1,route_1
2025-02-17,EN112233,gw_4,15,2751,1,0,0,1,1,0,1,1,route_3
2025-02-18,EN112233,gw_2,10,2761,0,1,0,0,0,0,0,1,route_2
2025-02-19,EN112233,gw_5,7,2768,0,1,0,1,0,0,1,1,route_2
2025-02-20,EN112233,gw_3,10,2778,1,1,0,1,1,0,1,0,route_1
2025-02-21,EN112233,gw_4,7,2785,1,1,0,0,1,1,0,0,route_3
2025-02-22,EN112233,gw_5,12,2797,1,1,1,1,1,1,0,0,route_1
2025-02-23,EN112233,gw_4,14,2811,1,0,0,1,1,0,0,0,route_2
2025-02-24,EN112233,gw_4,6,2817,0,1,0,0,1,0,0,1,route_3
2025-02-25,EN112233,gw_4,8,2825,1,1,0,0,0,0,0,1,route_3
2025-02-26,EN112233,gw_5,6,2831,0,0,0,1,1,1,1,0,route_1
2025-02-27,EN112233,gw_4,10,2841,1,1,0,1,0,1,0,1,route_1
2025-02-28,EN112233,gw_3,12,2853,1,0,1,1,0,0,1,0,route_2
2025-03-01,EN112233,gw_5,10,2863,0,1,1,0,0,1,1,1,route_3
2025-03-02,EN112233,gw_5,13,2876,0,1,1,0,0,1,0,0,route_2
2025-03-03,EN112233,gw_1,9,2885,0,0,1,0,1,0,0,1,route_1
2025-03-04,EN112233,gw_4,15,2900,0,1,1,1,1,1,0,0,route_3
2025-03-05,EN112233,gw_2,0,2900,0,1,0,1,1,1,0,0,route_2
2025-03-06,EN112233,gw_4,5,2905,1,1,0,1,1,0,1,0,route_2
2025-03-07,EN112233,gw_4,9,2914,1,0,1,0,1,1,1,0,route_1
2025-03-08,EN112233,gw_2,5,2919,0,0,0,1,0,0,1,1,route_3
2025-03-09,EN112233,gw_1,6,2925,0,0,1,1,0,0,0,0,route_2
2025-03-10,EN112233,gw_4,10,2935,1,1,1,0,1,0,0,1,route_3
2025-03-11,EN112233,gw_4,7,2942,0,0,1,1,1,1,0,0,route_1
2025-03-12,EN112233,gw_4,13,2955,1,1,0,1,1,1,1,0,route_3
2025-03-13,EN112233,gw_5,13,2968,0,1,0,1,0,1,1,0,route_2
2025-03-14,EN112233,gw_3,8,2976,1,0,0,1,1,1,1,1,route_3
2025-03-15,EN112233,gw_2,7,2983,0,1,0,1,0,0,1,1,route_2
2025-03-16,EN112233,gw_5,7,2990,0,0,1,1,0,1,1,1,route_2
2025-03-17,EN112233,gw_1,14,3004,1,1,1,0,0,1,0,0,route_3
2025-03-18,EN112233,gw_1,8,3012,1,0,1,1,1,1,0,0,route_1
2025-03-19,EN112233,gw_4,8,3020,1,1,0,0,1,0,0,1,route_2
2025-03-20,EN112233,gw_4,13,3033,0,1,1,1,0,1,1,1,route_2
2025-03-21,EN112233,gw_1,13,3046,0,1,0,0,0,0,1,1,route_1
2025-03-22,EN112233,gw_2,10,3056,0,1,0,0,1,0,0,0,route_3
2025-03-23,EN112233,gw_2,14,3070,0,1,0,0,1,1,1,1,route_1
2025-03-24,EN112233,gw_1,10,3080,0,0,0,1,1,1,0,0,route_1
2025-03-25,EN112233,gw_1,9,3089,0,1,1,1,1,0,0,1,route_1
2025-03-26,EN112233,gw_2,14,3103,0,1,0,0,0,0,0,0,route_3
2025-03-27,EN112233,gw_2,9,3112,0,1,1,0,0,1,1,0,route_3
2025-03-28,EN112233,gw_4,15,3127,0,0,1,0,0,0,1,0,route_3
2025-03-29,EN112233,gw_1,7,3134,0,0,1,1,1,1,0,0,route_2
2025-03-30,EN112233,gw_5,9,3143,0,1,1,0,1,0,0,0,route_1
2025-03-31,EN112233,gw_2,14,3157,1,1,0,0,1,1,0,1,route_1
2025-04-01,EN112233,gw_2,9,3166,1,0,1,1,1,0,0,1,route_1
2025-04-02,EN112233,gw_5,10,3176,0,0,1,0,0,0,1,0,route_1
2025-04-03,EN112233,gw_3,9,3185,1,1,0,1,0,1,0,1,route_2
2025-04-04,EN112233,gw_5,9,3194,0,0,1,0,0,1,1,0,route_3
2025-04-05,EN112233,gw_1,11,3205,1,0,0,1,0,1,1,0,route_2
2025-04-06,EN112233,gw_2,8,3213,1,1,0,0,0,0,1,1,route_3
2025-04-07,EN112233,gw_1,14,3227,0,1,0,1,1,0,1,0,route_1
2025-04-08,EN112233,gw_1,15,3242,0,1,0,0,1,1,1,0,route_2
2025-04-09,EN112233,gw_1,14,3256,1,0,1,1,0,0,0,0,route_1
2025-04-10,EN112233,gw_2,14,3270,1,1,0,1,0,1,0,1,route_1
2025-01-01,EN445566,gw_3,10,2321,1,1,1,1,1,1,0,1,route_1
2025-01-02,EN445566,gw_2,8,2329,1,0,0,1,1,0,1,0,route_3
2025-01-03,EN445566,gw_4,12,2341,0,0,0,1,1,1,0,1,route_3
2025-01-04,EN445566,gw_1,15,2356,1,0,0,1,0,1,0,0,route_2
2025-01-05,EN445566,gw_2,6,2362,0,0,0,1,0,1,0,1,route_3
2025-01-06,EN445566,gw_4,13,2375,1,0,0,0,1,0,1,0,route_3
2025-01-07,EN445566,gw_1,7,2382,0,0,0,0,1,1,0,0,route_2
2025-01-08,EN445566,gw_1,6,2388,1,1,0,0,0,1,0,0,route_1
2025-01-09,EN445566,gw_5,14,2402,0,0,0,1,1,0,1,1,route_3
2025-01-10,EN445566,gw_5,10,2412,1,1,0,1,1,0,1,0,route_2
2025-01-11,EN445566,gw_5,6,2418,0,0,1,0,0,1,0,0,route_1
2025-01-12,EN445566,gw_3,7,2425,1,1,1,0,0,1,0,0,route_1
2025-01-13,EN445566,gw_1,10,2435,1,1,1,0,1,1,1,0,route_2
2025-01-14,EN445566,gw_4,10,2445,1,1,0,0,1,0,1,1,route_1
2025-01-15,EN445566,gw_4,13,2458,1,0,1,1,1,1,1,0,route_1
2025-01-16,EN445566,gw_2,8,2466,0,1,0,1,1,0,1,1,route_1
2025-01-17,EN445566,gw_2,12,2478,1,1,0,0,0,1,0,0,route_3
2025-01-18,EN445566,gw_2,12,2490,0,0,0,0,0,0,0,1,route_1
2025-01-19,EN445566,gw_1,10,2500,1,1,0,1,1,1,1,1,route_1
2025-01-20,EN445566,gw_1,11,2511,0,1,1,0,1,1,0,0,route_3
2025-01-21,EN445566,gw_4,10,2521,1,0,0,1,0,1,0,0,route_1
2025-01-22,EN445566,gw_3,14,2535,1,0,1,1,0,1,1,1,route_2
2025-01-23,EN445566,gw_1,10,2545,0,0,1,1,1,0,1,1,route_3
2025-01-24,EN445566,gw_2,8,2553,1,1,0,0,1,0,1,1,route_3
2025-01-25,EN445566,gw_4,10,2563,1,1,0,1,1,1,1,1,route_2
2025-01-26,EN445566,gw_2,11,2574,0,1,1,0,1,0,1,1,route_1
2025-01-27,EN445566,gw_5,8,2582,1,0,0,1,0,1,0,0,route_3
2025-01-28,EN445566,gw_4,12,2594,0,0,1,1,1,0,0,1,route_2
2025-01-29,EN445566,gw_4,12,2606,1,0,1,1,0,1,1,1,route_3
2025-01-30,EN445566,gw_3,8,2614,0,0,1,0,1,1,0,0,route_2
2025-01-31,EN445566,gw_4,12,2626,0,1,1,1,0,1,1,0,route_1
2025-02-01,EN445566,gw_4,14,2640,0,1,0,1,0,1,0,1,route_3
2025-02-02,EN445566,gw_3,6,2646,1,0,0,0,1,1,1,1,route_2
2025-02-03,EN445566,gw_1,13,2659,0,0,1,0,0,1,0,0,route_3
2025-02-04,EN445566,gw_5,15,2674,1,0,1,0,0,1,1,0,route_1
2025-02-05,EN445566,gw_2,9,2683,0,1,1,0,1,1,1,1,route_2
2025-02-06,EN445566,gw_5,9,2692,1,0,1,0,0,1,0,1,route_2
2025-02-07,EN445566,gw_5,10,2702,1,1,0,1,1,1,0,1,route_3
2025-02-08,EN445566,gw_3,6,2708,1,0,0,1,0,1,0,0,route_2
2025-02-09,EN445566,gw_1,11,2719,0,1,0,0,1,0,1,0,route_1
2025-02-10,EN445566,gw_4,11,2730,1,1,0,0,1,1,0,0,route_2
2025-02-11,EN445566,gw_2,14,2744,0,1,1,0,0,1,1,0,route_3
2025-02-12,EN445566,gw_1,7,2751,1,0,1,0,0,0,0,1,route_3
2025-02-13,EN445566,gw_3,8,2759,0,0,0,1,0,0,0,1,route_1
2025-02-14,EN445566,gw_4,11,2770,1,0,0,1,0,0,0,1,route_1
2025-02-15,EN445566,gw_5,12,2782,0,0,1,1,1,1,0,1,route_3
2025-02-16,EN445566,gw_1,0,2782,0,1,0,1,1,1,1,0,route_1
2025-02-17,EN445566,gw_2,7,2789,1,1,0,0,0,0,0,1,route_1
2025-02-18,EN445566,gw_1,12,2801,0,0,1,1,1,0,1,0,route_2
2025-02-19,EN445566,gw_5,12,2813,0,1,1,1,1,1,0,1,route_1
2025-02-20,EN445566,gw_4,12,2825,0,0,0,0,1,1,1,0,route_2
2025-02-21,EN445566,gw_4,13,2838,1,1,1,0,1,0,0,0,route_2
2025-02-22,EN445566,gw_2,14,2852,1,1,1,1,1,1,0,0,route_2
2025-02-23,EN445566,gw_5,12,2864,1,1,0,0,0,1,0,1,route_2
2025-02-24,EN445566,gw_2,15,2879,1,0,1,0,0,0,0,0,route_1
2025-02-25,EN445566,gw_5,15,2894,0,0,1,1,0,0,1,1,route_2
2025-02-26,EN445566,gw_2,13,2907,0,0,0,1,1,0,1,0,route_1
2025-02-27,EN445566,gw_4,8,2915,0,0,1,1,0,1,1,1,route_1
2025-02-28,EN445566,gw_5,11,2926,0,1,0,1,0,0,1,0,route_1
2025-03-01,EN445566,gw_5,6,2932,1,1,0,1,0,0,0,0,route_3
2025-03-02,EN445566,gw_2,13,2945,1,0,1,0,0,1,0,1,route_3
2025-03-03,EN445566,gw_5,12,2957,0,0,1,1,1,0,1,1,route_3
2025-03-04,EN445566,gw_3,5,2962,1,0,1,0,1,0,0,0,route_3
2025-03-05,EN445566,gw_2,8,2970,0,0,1,1,1,0,1,0,route_2
2025-03-06,EN445566,gw_2,10,2980,0,0,0,0,1,0,1,0,route_1
2025-03-07,EN445566,gw_1,12,2992,1,0,0,1,0,1,0,0,route_2
2025-03-08,EN445566,gw_4,13,3005,1,1,0,1,1,1,0,1,route_3
2025-03-09,EN445566,gw_4,14,3019,1,1,0,0,0,1,1,1,route_2
2025-03-10,EN445566,gw_4,14,3033,0,1,0,1,1,1,1,1,route_1
2025-03-11,EN445566,gw_3,5,3038,0,1,1,0,1,0,1,1,route_2
2025-03-12,EN445566,gw_5,14,3052,1,1,0,0,0,0,0,1,route_3
2025-03-13,EN445566,gw_3,12,3064,0,1,1,1,1,1,1,1,route_2
2025-03-14,EN445566,gw_5,13,3077,0,1,0,0,1,1,1,0,route_1
2025-03-15,EN445566,gw_2,7,3084,0,0,0,1,1,1,1,0,route_3
2025-03-16,EN445566,gw_4,11,3095,1,1,1,0,0,0,1,0,route_2
2025-03-17,EN445566,gw_3,5,3100,1,1,1,1,1,0,0,0,route_3
2025-03-18,EN445566,gw_1,15,3115,0,0,1,1,1,1,1,1,route_1
2025-03-19,EN445566,gw_4,6,3121,0,1,0,0,1,0,0,1,route_3
2025-03-20,EN445566,gw_4,12,3133,1,1,0,0,0,1,1,0,route_2
2025-03-21,EN445566,gw_3,12,3145,0,0,1,1,1,1,1,1,route_1
2025-03-22,EN445566,gw_5,12,3157,0,1,1,1,0,0,1,0,route_2
2025-03-23,EN445566,gw_5,9,3166,1,1,1,1,1,1,1,0,route_2
2025-03-24,EN445566,gw_5,13,3179,1,0,0,1,0,0,0,1,route_2
2025-03-25,EN445566,gw_3,11,3190,0,1,0,1,0,1,0,0,route_3
2025-03-26,EN445566,gw_4,7,3197,1,0,1,0,1,1,1,1,route_3
2025-03-27,EN445566,gw_5,12,3209,0,1,1,1,0,1,1,0,route_1
2025-03-28,EN445566,gw_5,9,3218,0,1,0,1,1,0,1,0,route_3
2025-03-29,EN445566,gw_1,13,3231,0,1,1,0,1,0,1,1,route_1
2025-03-30,EN445566,gw_1,15,3246,0,1,1,0,1,0,1,1,route_1
2025-03-31,EN445566,gw_2,8,3254,0,1,1,1,0,1,0,1,route_1
2025-04-01,EN445566,gw_4,14,3268,0,0,0,1,1,0,0,0,route_1
2025-04-02,EN445566,gw_1,5,3273,1,1,0,0,1,1,1,0,route_1
2025-04-03,EN445566,gw_2,5,3278,0,0,1,0,1,0,1,0,route_2
2025-04-04,EN445566,gw_2,13,3291,0,1,1,0,0,1,1,0,route_2
2025-04-05,EN445566,gw_3,6,3297,0,0,0,1,1,1,0,1,route_1
2025-04-06,EN445566,gw_5,6,3303,1,1,0,0,1,1,1,1,route_1
2025-04-07,EN445566,gw_5,14,3317,0,0,0,0,1,1,0,1,route_2
2025-04-08,EN445566,gw_5,0,3317,0,1,1,1,0,1,1,0,route_2
2025-04-09,EN445566,gw_5,5,3322,1,0,1,1,1,0,0,1,route_1
2025-04-10,EN445566,gw_1,6,3328,0,0,1,1,1,0,1,0,route_2
2025-01-01,EN778899,gw_3,12,2098,1,0,1,0,0,1,0,1,route_1
2025-01-02,EN778899,gw_5,8,2106,1,0,1,1,0,0,1,0,route_2
2025-01-03,EN778899,gw_5,5,2111,0,1,1,1,0,1,1,0,route_3
2025-01-04,EN778899,gw_1,9,2120,0,0,0,0,0,0,0,1,route_3
2025-01-05,EN778899,gw_4,0,2120,1,1,0,1,1,1,1,1,route_3
2025-01-06,EN778899,gw_3,0,2120,1,1,0,0,1,0,1,0,route_3
2025-01-07,EN778899,gw_3,6,2126,0,1,0,1,1,0,0,0,route_2
2025-01-08,EN778899,gw_3,7,2133,1,0,1,0,1,1,1,1,route_1
2025-01-09,EN778899,gw_3,5,2138,1,1,0,1,1,0,0,0,route_2
2025-01-10,EN778899,gw_3,8,2146,0,0,1,1,1,1,1,0,route_2
2025-01-11,EN778899,gw_1,8,2154,1,0,1,1,1,1,1,1,route_3
2025-01-12,EN778899,gw_2,8,2162,1,1,1,0,1,0,0,1,route_2
2025-01-13,EN778899,gw_4,6,2168,0,1,0,0,0,1,0,1,route_2
2025-01-14,EN778899,gw_3,14,2182,1,0,1,0,0,1,1,1,route_1
2025-01-15,EN778899,gw_2,11,2193,0,0,1,0,0,1,0,0,route_3
2025-01-16,EN778899,gw_2,6,2199,0,0,0,0,1,1,0,1,route_3
2025-01-17,EN778899,gw_3,9,2208,0,0,1,1,1,0,1,0,route_1
2025-01-18,EN778899,gw_1,11,2219,0,0,0,0,0,1,1,1,route_2
2025-01-19,EN778899,gw_2,12,2231,0,0,1,1,1,1,1,1,route_2
2025-01-20,EN778899,gw_2,7,2238,0,1,0,0,1,0,0,1,route_1
2025-01-21,EN778899,gw_1,7,2245,0,1,0,0,1,0,1,1,route_3
2025-01-22,EN778899,gw_2,12,2257,0,1,1,0,0,0,1,1,route_2
2025-01-23,EN778899,gw_2,8,2265,0,0,1,0,0,1,1,1,route_2
2025-01-24,EN778899,gw_4,12,2277,0,0,0,1,1,0,0,1,route_2
2025-01-25,EN778899,gw_2,10,2287,1,0,1,0,0,0,0,0,route_2
2025-01-26,EN778899,gw_4,6,2293,1,1,1,1,1,1,0,0,route_3
2025-01-27,EN778899,gw_4,15,2308,1,1,1,1,0,0,0,1,route_1
2025-01-28,EN778899,gw_2,6,2314,1,0,0,0,0,1,1,1,route_1
2025-01-29,EN778899,gw_3,9,2323,0,1,1,0,0,0,1,0,route_3
2025-01-30,EN778899,gw_3,5,2328,0,1,0,1,1,0,0,1,route_1
2025-01-31,EN778899,gw_2,14,2342,1,0,1,0,1,1,0,1,route_1
2025-02-01,EN778899,gw_3,13,2355,1,0,1,0,1,0,0,1,route_3
2025-02-02,EN778899,gw_3,13,2368,0,1,0,0,1,1,0,0,route_3
2025-02-03,EN778899,gw_2,9,2377,1,1,0,1,1,0,0,1,route_3
2025-02-04,EN778899,gw_3,9,2386,1,0,0,0,0,1,0,0,route_3
2025-02-05,EN778899,gw_4,6,2392,1,1,0,0,1,0,0,1,route_3
2025-02-06,EN778899,gw_3,6,2398,1,1,1,0,1,0,1,1,route_1
2025-02-07,EN778899,gw_1,13,2411,1,0,0,1,0,0,0,1,route_2
2025-02-08,EN778899,gw_2,8,2419,1,0,0,0,1,0,1,1,route_3
2025-02-09,EN778899,gw_5,13,2432,1,1,0,0,0,1,0,1,route_1
2025-02-10,EN778899,gw_5,6,2438,1,0,0,1,0,1,0,0,route_1
2025-02-11,EN778899,gw_3,5,2443,1,1,0,1,0,1,1,0,route_2
2025-02-12,EN778899,gw_2,8,2451,1,0,0,1,0,1,0,1,route_1
2025-02-13,EN778899,gw_4,6,2457,0,1,0,0,1,1,0,1,route_1
2025-02-14,EN778899,gw_1,9,2466,0,1,0,1,0,0,0,0,route_3
2025-02-15,EN778899,gw_4,6,2472,1,0,1,0,1,1,1,0,route_1
2025-02-16,EN778899,gw_2,7,2479,0,0,0,1,0,1,0,1,route_3
2025-02-17,EN778899,gw_4,6,2485,0,1,0,1,0,1,1,1,route_3
2025-02-18,EN778899,gw_4,5,2490,1,0,0,1,0,1,1,1,route_1
2025-02-19,EN778899,gw_3,9,2499,1,0,0,1,0,1,0,1,route_2
2025-02-20,EN778899,gw_4,12,2511,0,1,1,0,1,1,0,1,route_1
2025-02-21,EN778899,gw_4,9,2520,0,0,1,0,1,1,0,1,route_2
2025-02-22,EN778899,gw_1,5,2525,0,0,0,0,0,1,0,0,route_3
2025-02-23,EN778899,gw_1,9,2534,1,1,1,1,1,1,1,0,route_2
2025-02-24,EN778899,gw_5,5,2539,1,1,0,1,0,0,1,0,route_3
2025-02-25,EN778899,gw_2,14,2553,0,1,1,1,0,0,0,0,route_1
2025-02-26,EN778899,gw_5,15,2568,1,0,0,1,1,1,1,1,route_3
2025-02-27,EN778899,gw_3,15,2583,0,1,0,1,1,1,0,1,route_1
2025-02-28,EN778899,gw_5,9,2592,1,1,1,1,0,0,0,1,route_2
2025-03-01,EN778899,gw_2,9,2601,1,0,0,0,0,0,0,1,route_3
2025-03-02,EN778899,gw_5,8,2609,1,0,1,1,1,0,0,1,route_3
2025-03-03,EN778899,gw_3,12,2621,1,0,0,0,0,1,1,0,route_3
2025-03-04,EN778899,gw_2,5,2626,0,1,1,0,0,0,0,0,route_3
2025-03-05,EN778899,gw_5,15,2641,0,1,0,0,1,0,0,1,route_3
2025-03-06,EN778899,gw_2,7,2648,1,1,0,1,0,1,0,0,route_1
2025-03-07,EN778899,gw_1,9,2657,0,0,0,0,0,0,0,1,route_2
2025-03-08,EN778899,gw_3,12,2669,1,0,0,0,0,1,0,1,route_2
2025-03-09,EN778899,gw_3,10,2679,0,1,0,0,1,0,0,0,route_1
2025-03-10,EN778899,gw_4,8,2687,0,1,1,0,0,1,1,0,route_3
2025-03-11,EN778899,gw_5,15,2702,0,1,0,0,0,0,0,0,route_2
2025-03-12,EN778899,gw_5,13,2715,1,1,1,1,0,0,1,0,route_2
2025-03-13,EN778899,gw_5,7,2722,1,1,0,1,0,1,1,1,route_1
2025-03-14,EN778899,gw_4,8,2730,0,0,0,1,1,1,0,1,route_3
2025-03-15,EN778899,gw_3,15,2745,1,0,1,0,1,1,1,0,route_3
2025-03-16,EN778899,gw_5,14,2759,0,0,1,1,1,0,1,1,route_3
2025-03-17,EN778899,gw_4,6,2765,0,0,1,1,0,1,1,0,route_2
2025-03-18,EN778899,gw_1,13,2778,0,0,0,0,0,1,0,0,route_1
2025-03-19,EN778899,gw_4,15,2793,1,0,1,0,0,0,1,1,route_1
2025-03-20,EN778899,gw_5,11,2804,1,0,1,1,0,0,0,0,route_3
2025-03-21,EN778899,gw_3,0,2804,1,0,0,0,0,1,1,1,route_3
2025-03-22,EN778899,gw_3,15,2819,1,1,0,0,1,1,1,1,route_2
2025-03-23,EN778899,gw_5,15,2834,1,1,1,1,0,0,0,1,route_1
2025-03-24,EN778899,gw_1,11,2845,0,0,1,0,0,0,1,0,route_3
2025-03-25,EN778899,gw_4,9,2854,1,1,0,0,1,1,1,0,route_3
2025-03-26,EN778899,gw_1,5,2859,1,1,1,1,1,0,0,0,route_3
2025-03-27,EN778899,gw_1,8,2867,0,1,1,0,0,0,0,1,route_2
2025-03-28,EN778899,gw_3,13,2880,1,0,0,0,1,0,1,1,route_1
2025-03-29,EN778899,gw_5,12,2892,1,0,0,1,1,0,1,1,route_1
2025-03-30,EN778899,gw_5,8,2900,1,0,0,1,0,1,0,0,route_3
2025-03-31,EN778899,gw_3,14,2914,0,1,1,1,1,1,1,0,route_3
2025-04-01,EN778899,gw_5,11,2925,1,1,1,0,1,0,0,0,route_3
2025-04-02,EN778899,gw_4,6,2931,1,0,1,0,1,1,0,0,route_1
2025-04-03,EN778899,gw_5,15,2946,0,0,1,0,1,0,0,0,route_2
2025-04-04,EN778899,gw_3,7,2953,0,1,1,0,0,0,1,1,route_3
2025-04-05,EN778899,gw_4,11,2964,1,1,1,1,0,0,0,1,route_2
2025-04-06,EN778899,gw_3,12,2976,0,1,0,1,1,0,0,1,route_2
2025-04-07,EN778899,gw_2,10,2986,1,1,1,1,1,0,0,1,route_1
2025-04-08,EN778899,gw_2,10,2996,1,0,0,0,1,1,0,1,route_3
2025-04-09,EN778899,gw_5,13,3009,1,0,1,1,1,1,1,0,route_2
2025-04-10,EN778899,gw_1,7,3016,1,1,1,0,0,0,0,1,route_2
2025-01-01,EN001122,gw_1,6,2119,1,0,1,0,0,0,1,1,route_2
2025-01-02,EN001122,gw_3,8,2127,1,1,0,0,0,0,1,0,route_3
2025-01-03,EN001122,gw_5,11,2138,1,1,0,1,1,0,0,1,route_1
2025-01-04,EN001122,gw_3,7,2145,1,1,0,0,0,0,0,0,route_1
2025-01-05,EN001122,gw_1,13,2158,0,0,0,0,1,1,1,0,route_2
2025-01-06,EN001122,gw_1,13,2171,1,0,1,0,0,0,0,1,route_1
2025-01-07,EN001122,gw_1,8,2179,1,1,0,1,1,0,1,1,route_1
2025-01-08,EN001122,gw_5,7,2186,0,0,1,0,1,0,1,0,route_3
2025-01-09,EN001122,gw_4,8,2194,0,1,1,1,0,1,1,0,route_3
2025-01-10,EN001122,gw_5,8,2202,0,1,1,1,1,0,0,0,route_1
2025-01-11,EN001122,gw_5,15,2217,1,1,0,0,0,1,1,1,route_3
2025-01-12,EN001122,gw_4,8,2225,0,1,1,0,1,0,1,1,route_1
2025-01-13,EN001122,gw_5,7,2232,0,0,0,1,1,0,0,0,route_1
2025-01-14,EN001122,gw_5,6,2238,1,0,0,0,0,1,1,1,route_2
2025-01-15,EN001122,gw_4,6,2244,1,0,0,1,1,0,1,0,route_2
2025-01-16,EN001122,gw_4,12,2256,0,0,0,1,1,1,0,1,route_2
2025-01-17,EN001122,gw_2,8,2264,1,0,1,1,1,1,1,1,route_2
2025-01-18,EN001122,gw_4,9,2273,0,0,0,1,0,0,0,0,route_3
2025-01-19,EN001122,gw_4,5,2278,0,1,1,0,1,0,0,0,route_3
2025-01-20,EN001122,gw_2,0,2278,0,1,0,0,1,1,1,1,route_2
2025-01-21,EN001122,gw_2,10,2288,0,1,1,1,1,0,1,0,route_2
2025-01-22,EN001122,gw_4,12,2300,0,1,1,1,1,0,0,1,route_3
2025-01-23,EN001122,gw_5,0,2300,0,0,0,1,1,1,0,0,route_2
2025-01-24,EN001122,gw_4,8,2308,1,0,0,0,0,1,0,1,route_1
2025-01-25,EN001122,gw_3,0,2308,0,0,1,1,0,1,1,0,route_1
2025-01-26,EN001122,gw_4,10,2318,1,1,1,1,0,1,1,1,route_1
2025-01-27,EN001122,gw_3,11,2329,1,1,1,1,0,1,0,0,route_3
2025-01-28,EN001122,gw_5,13,2342,0,0,1,0,1,0,1,1,route_1
2025-01-29,EN001122,gw_2,11,2353,0,1,1,1,0,1,0,0,route_1
2025-01-30,EN001122,gw_4,11,2364,1,1,1,1,0,0,0,1,route_3
2025-01-31,EN001122,gw_2,0,2364,1,0,1,1,1,0,0,0,route_2
2025-02-01,EN001122,gw_5,8,2372,0,0,0,0,0,1,1,0,route_3
2025-02-02,EN001122,gw_5,10,2382,1,0,1,1,0,1,1,1,route_1
2025-02-03,EN001122,gw_4,12,2394,1,0,0,1,0,0,0,1,route_2
2025-02-04,EN001122,gw_5,14,2408,0,1,0,0,1,0,1,1,route_2
2025-02-05,EN001122,gw_1,5,2413,0,1,1,1,1,1,1,1,route_1
2025-02-06,EN001122,gw_4,7,2420,1,1,1,0,0,1,1,1,route_3
2025-02-07,EN001122,gw_4,8,2428,1,1,1,1,1,0,0,0,route_2
2025-02-08,EN001122,gw_2,12,2440,1,1,1,1,0,1,1,1,route_3
2025-02-09,EN001122,gw_5,13,2453,1,1,0,1,1,0,1,0,route_2
2025-02-10,EN001122,gw_5,12,2465,0,0,1,1,0,1,1,1,route_1
2025-02-11,EN001122,gw_1,9,2474,1,1,1,1,0,1,1,1,route_2
2025-02-12,EN001122,gw_4,5,2479,1,1,1,0,1,0,0,1,route_3
2025-02-13,EN001122,gw_1,9,2488,1,1,0,0,1,0,1,0,route_1
2025-02-14,EN001122,gw_5,5,2493,1,1,1,0,1,1,1,0,route_1
2025-02-15,EN001122,gw_4,6,2499,1,0,0,1,1,0,0,0,route_2
2025-02-16,EN001122,gw_2,10,2509,1,1,1,1,0,1,0,0,route_2
2025-02-17,EN001122,gw_1,10,2519,0,0,0,0,0,0,1,1,route_3
2025-02-18,EN001122,gw_1,15,2534,0,0,1,1,0,0,0,1,route_2
2025-02-19,EN001122,gw_5,13,2547,1,0,1,1,0,1,0,0,route_3
2025-02-20,EN001122,gw_1,15,2562,1,0,0,1,0,1,1,1,route_1
2025-02-21,EN001122,gw_3,14,2576,1,0,1,1,0,1,1,1,route_3
2025-02-22,EN001122,gw_5,9,2585,0,0,1,1,1,1,0,1,route_2
2025-02-23,EN001122,gw_2,8,2593,1,0,1,1,0,0,1,0,route_3
2025-02-24,EN001122,gw_4,14,2607,1,0,0,0,0,1,0,1,route_2
2025-02-25,EN001122,gw_1,6,2613,0,1,0,1,0,1,0,1,route_3
2025-02-26,EN001122,gw_1,12,2625,1,0,0,0,0,1,0,0,route_3
2025-02-27,EN001122,gw_2,11,2636,1,1,1,1,0,1,0,0,route_3
2025-02-28,EN001122,gw_3,13,2649,0,1,0,1,0,1,0,1,route_3
2025-03-01,EN001122,gw_1,8,2657,0,1,1,1,1,0,0,0,route_2
2025-03-02,EN001122,gw_5,7,2664,0,1,1,0,0,1,0,1,route_1
